0|26484
1|1277
2|40720
3|1841
4|85544
5|38274
6|3749
7|58
8|311
9|749
10|215
11|41
12|6
13|168
14|298
15|113
27|90142
28|2413
29|96227
30|20353
31|14471
32|728
33|8
35|4485
36|138
37|79
38|99
39|1
