0|381
1|19
2|611
3|24
4|1104
5|511
6|26
7|2
8|4
9|14
10|3
11|1
13|4
14|2
15|1
27|24791
28|631
29|17419
30|2471
31|1561
32|91
33|4
35|850
36|15
37|3
38|17
