PERSON_ID|idB|DISTANCE
-116326|-26599|0.0
-116441|-30836|0.0
-117327|-20928|0.0
-124105|-46201|0.0
-124847|-46095|0.0
-129090|-2488|0.0
-130224|-21827|0.0
-130226|-41016|0.0
-134319|-9967|0.0
-135301|-9598|0.0
-135660|-11766|0.0
-136302|-37317|0.0
-136941|-32043|0.0
-137339|-4236|0.0
-137439|-21423|0.0
-137464|-11872|0.0
-138221|-33287|0.0
-140706|-32911|0.0
-142073|-18332|0.0
-142515|-29033|0.0
-143214|-24156|0.0
-144693|-45488|0.0
-145545|-33879|0.0
-146392|-30879|0.0
-188|-882|0.0
-2806|-8682|0.0
-5438|-19441|0.0
-6118|-32764|0.0
-8289|-6100|0.0
-10892|-31642|0.0
-14986|-47247|0.0
-16392|-19814|0.0
-17143|-44713|0.0
-24376|-12025|0.0
-25176|-38993|0.0
-26803|-31823|0.0
-29803|-29404|0.0
-30752|-49967|0.0
-31268|-27608|0.0
-34155|-17104|0.0
-39861|-10083|0.0
-42358|-25228|0.0
-43568|-1258|0.0
-43573|-9050|0.0
-45536|-12310|0.0
-49324|-43464|0.0
-49471|-3441|0.0
-49723|-25133|0.0
-57292|-28594|0.0
-57646|-3358|0.0
-59317|-7206|0.0
-59675|-3105|0.0
-60118|-813|0.0
-62057|-16245|0.0
-62452|-31871|0.0
-63094|-27584|0.0
-64574|-38582|0.0
-66014|-374|0.0
-66032|-349|0.0
-68875|-19849|0.0
-69984|-24718|0.0
-72328|-24193|0.0
-72399|-3079|0.0
-367875|-9091|0.0
-369923|-39383|0.0
-370651|-41260|0.0
-373370|-42570|0.0
-373971|-21719|0.0
-376025|-6306|0.0
-378948|-17359|0.0
-381757|-22967|0.0
-381824|-30051|0.0
-384806|-23733|0.0
-385784|-7897|0.0
-386965|-41003|0.0
-388766|-29672|0.0
-395027|-47067|0.0
-395030|-47069|0.0
-397631|-46895|0.0
-397657|-46173|0.0
-401229|-28208|0.0
-401510|-35288|0.0
-403707|-33025|0.0
-405143|-31936|0.0
-406880|-22615|0.0
-407257|-49684|0.0
-408041|-15722|0.0
-408597|-1698|0.0
-409970|-41587|0.0
-411468|-29799|0.0
-411479|-13330|0.0
-413146|-31228|0.0
-416701|-10173|0.0
-423052|-11038|0.0
-147166|-14114|0.0
-147568|-27707|0.0
-150360|-17581|0.0
-152994|-28595|0.0
-153491|-6593|0.0
-159444|-13937|0.0
-161032|-31704|0.0
-161379|-34043|0.0
-161964|-33111|0.0
-165379|-47330|0.0
-165578|-449|0.0
-168383|-39068|0.0
-170383|-4698|0.0
-172247|-24114|0.0
-174112|-22273|0.0
-175453|-40649|0.0
-179211|-23448|0.0
-180895|-19717|0.0
-181567|-4985|0.0
-184469|-4113|0.0
-188653|-4144|0.0
-189530|-5528|0.0
-197068|-15449|0.0
-198263|-43839|0.0
-200041|-25584|0.0
-201156|-32603|0.0
-201653|-14323|0.0
-201872|-2954|0.0
-204155|-5093|0.0
-206317|-28867|0.0
-206540|-17328|0.0
-208603|-41433|0.0
-209167|-46082|0.0
-209536|-11515|0.0
-210289|-19980|0.0
-211782|-32510|0.0
-212946|-18792|0.0
-214770|-29566|0.0
-215180|-6416|0.0
-215994|-20789|0.0
-218231|-7804|0.0
-294002|-9301|0.0
-294803|-11094|0.0
-296493|-19337|0.0
-296841|-48888|0.0
-298616|-33938|0.0
-299937|-49701|0.0
-303046|-50252|0.0
-303420|-27551|0.0
-309778|-14737|0.0
-312475|-8770|0.0
-315755|-5749|0.0
-319474|-17931|0.0
-325319|-14175|0.0
-326352|-47850|0.0
-329769|-13024|0.0
-333058|-36091|0.0
-334862|-34610|0.0
-337085|-45640|0.0
-337700|-41235|0.0
-338119|-2329|0.0
-338336|-47257|0.0
-338351|-36884|0.0
-341020|-36308|0.0
-345808|-4857|0.0
-348583|-46484|0.0
-350682|-4243|0.0
-354520|-35242|0.0
-354920|-35715|0.0
-357093|-29024|0.0
-357111|-36585|0.0
-362867|-11313|0.0
-363679|-14775|0.0
-220158|-22042|0.0
-220513|-18533|0.0
-221679|-11156|0.0
-222978|-16255|0.0
-223976|-45293|0.0
-224949|-32986|0.0
-228370|-28611|0.0
-228536|-46715|0.0
-229507|-2590|0.0
-232528|-3857|0.0
-232900|-31758|0.0
-233825|-19568|0.0
-233968|-14361|0.0
-234933|-14580|0.0
-236807|-49567|0.0
-242864|-25022|0.0
-245766|-5552|0.0
-246500|-49514|0.0
-253939|-49746|0.0
-255146|-21641|0.0
-255877|-17966|0.0
-258724|-36411|0.0
-259387|-19612|0.0
-260175|-32203|0.0
-261474|-76|0.0
-262484|-8387|0.0
-264436|-21855|0.0
-265178|-28829|0.0
-266840|-31825|0.0
-267879|-21148|0.0
-269708|-20759|0.0
-270773|-33583|0.0
-272745|-25950|0.0
-273511|-12542|0.0
-273991|-36021|0.0
-274266|-7043|0.0
-279401|-23063|0.0
-281386|-14126|0.0
-282468|-2156|0.0
-283166|-7003|0.0
-285315|-20578|0.0
-286652|-27579|0.0
-290469|-30227|0.0
-75339|-23302|0.0
-77098|-25118|0.0
-81852|-560|0.0
-82461|-33987|0.0
-84621|-34480|0.0
-84858|-7179|0.0
-86773|-27068|0.0
-87552|-34042|0.0
-88012|-28171|0.0
-89329|-32328|0.0
-89630|-28243|0.0
-89841|-44499|0.0
-89962|-17178|0.0
-92462|-17711|0.0
-93232|-45976|0.0
-93706|-42415|0.0
-93936|-16224|0.0
-95246|-12289|0.0
-102006|-13930|0.0
-104266|-41761|0.0
-105484|-16417|0.0
-106046|-18167|0.0
-108849|-37732|0.0
-112232|-41463|0.0
-112789|-10407|0.0
-113332|-4846|0.0
-116062|-46582|0.0
-116634|-47100|0.0
-117412|-48376|0.0
-118510|-43419|0.0
-119579|-35859|0.0
-121692|-42633|0.0
-123619|-49572|0.0
-124099|-8121|0.0
-124570|-16229|0.0
-124957|-10164|0.0
-125225|-1730|0.0
-128550|-2117|0.0
-129098|-1673|0.0
-133940|-19859|0.0
-137025|-45540|0.0
-138619|-32780|0.0
-140036|-7025|0.0
-140853|-22272|0.0
-141551|-41477|0.0
-141711|-23287|0.0
-142474|-43626|0.0
-143298|-44391|0.0
-145773|-3989|0.0
-405|-1312|0.0
-670|-88|0.0
-3849|-11496|0.0
-8485|-21875|0.0
-11792|-19505|0.0
-15057|-13219|0.0
-16354|-44361|0.0
-19038|-41373|0.0
-20538|-42788|0.0
-21278|-29995|0.0
-22683|-24192|0.0
-23839|-35241|0.0
-25614|-46705|0.0
-25818|-1169|0.0
-26902|-10805|0.0
-27744|-16432|0.0
-27982|-39732|0.0
-29696|-32160|0.0
-31047|-9960|0.0
-33725|-15434|0.0
-34818|-3499|0.0
-34937|-41601|0.0
-38569|-4303|0.0
-41474|-13644|0.0
-41711|-38959|0.0
-42008|-21743|0.0
-42792|-4002|0.0
-43070|-24213|0.0
-47884|-33541|0.0
-52074|-4132|0.0
-52257|-7813|0.0
-55258|-32896|0.0
-55482|-24851|0.0
-57652|-785|0.0
-59176|-25354|0.0
-61364|-45136|0.0
-63778|-47146|0.0
-64990|-40275|0.0
-66384|-20075|0.0
-66482|-1790|0.0
-66925|-44344|0.0
-68068|-40314|0.0
-70773|-14925|0.0
-71580|-1775|0.0
-368007|-31728|0.0
-369666|-40676|0.0
-370926|-40662|0.0
-375354|-10700|0.0
-378390|-5290|0.0
-383928|-34666|0.0
-384066|-9679|0.0
-384307|-25472|0.0
-384776|-31974|0.0
-388848|-4068|0.0
-390535|-46527|0.0
-391294|-46903|0.0
-391366|-20158|0.0
-392171|-30594|0.0
-393333|-28753|0.0
-393524|-15667|0.0
-395671|-16076|0.0
-398065|-1859|0.0
-399488|-42102|0.0
-401865|-18306|0.0
-406029|-36313|0.0
-413182|-25192|0.0
-418685|-45196|0.0
-421310|-4232|0.0
-421364|-32224|0.0
-421925|-32042|0.0
-422710|-28092|0.0
-423994|-46367|0.0
-427346|-48861|0.0
-427729|-44873|0.0
-428092|-17540|0.0
-428401|-50369|0.0
-147403|-40779|0.0
-149682|-18359|0.0
-158029|-42272|0.0
-161852|-37511|0.0
-162336|-26383|0.0
-164288|-50460|0.0
-165900|-7288|0.0
-166471|-48511|0.0
-168545|-43312|0.0
-170968|-48957|0.0
-171173|-15339|0.0
-172498|-13984|0.0
-172514|-10065|0.0
-173298|-4828|0.0
-173829|-25040|0.0
-179408|-19698|0.0
-182118|-8193|0.0
-183635|-40926|0.0
-185277|-5162|0.0
-185492|-22636|0.0
-186894|-32850|0.0
-187235|-22857|0.0
-189349|-6063|0.0
-191509|-18693|0.0
-191511|-18686|0.0
-194414|-50082|0.0
-195068|-11098|0.0
-195522|-31714|0.0
-197441|-47667|0.0
-201831|-3848|0.0
-203777|-32779|0.0
-204897|-13206|0.0
-205100|-11263|0.0
-206966|-31916|0.0
-210768|-16719|0.0
-211980|-48421|0.0
-217913|-10019|0.0
-218115|-47494|0.0
-219014|-5565|0.0
-219693|-49313|0.0
-296512|-10056|0.0
-297098|-32966|0.0
-300393|-3520|0.0
-300669|-12366|0.0
-304499|-14950|0.0
-305250|-41060|0.0
-305398|-1739|0.0
-305970|-6509|0.0
-308440|-36012|0.0
-309326|-19901|0.0
-309479|-35588|0.0
-309576|-35491|0.0
-310828|-17943|0.0
-311503|-34334|0.0
-312767|-8970|0.0
-315447|-14537|0.0
-315500|-45993|0.0
-319972|-31253|0.0
-320177|-40590|0.0
-321385|-19547|0.0
-321416|-13146|0.0
-321845|-38368|0.0
-323359|-29545|0.0
-324476|-3022|0.0
-326590|-14178|0.0
-327273|-16352|0.0
-327895|-6992|0.0
-328814|-39470|0.0
-330467|-5664|0.0
-331515|-48284|0.0
-333948|-13185|0.0
-334586|-13269|0.0
-336785|-41764|0.0
-338070|-16857|0.0
-339437|-40871|0.0
-339860|-10256|0.0
-344273|-46649|0.0
-349338|-17469|0.0
-351992|-24959|0.0
-357509|-21258|0.0
-361978|-33485|0.0
-362333|-2337|0.0
-362451|-44192|0.0
-365980|-34020|0.0
-219907|-29517|0.0
-221208|-35342|0.0
-221547|-32383|0.0
-221901|-31146|0.0
-223863|-9233|0.0
-224870|-2744|0.0
-224954|-32987|0.0
-225812|-27256|0.0
-227868|-24300|0.0
-231132|-13246|0.0
-231250|-18185|0.0
-231558|-11647|0.0
-231677|-48877|0.0
-233363|-8086|0.0
-234599|-33438|0.0
-236366|-647|0.0
-238305|-32787|0.0
-240478|-44640|0.0
-240555|-19418|0.0
-242026|-6367|0.0
-244830|-12919|0.0
-247362|-7157|0.0
-247896|-7887|0.0
-252217|-10882|0.0
-253623|-17663|0.0
-253941|-50045|0.0
-256884|-20799|0.0
-258076|-5995|0.0
-258204|-16497|0.0
-258470|-34283|0.0
-259045|-19068|0.0
-259190|-44671|0.0
-262652|-16404|0.0
-262944|-23124|0.0
-263050|-35693|0.0
-264722|-12403|0.0
-268441|-10070|0.0
-271448|-21615|0.0
-273394|-49672|0.0
-273939|-37082|0.0
-274045|-31300|0.0
-277365|-12571|0.0
-281600|-18611|0.0
-287838|-8910|0.0
-287970|-13164|0.0
-288166|-45415|0.0
-292879|-22542|0.0
-74182|-31899|0.0
-74468|-9163|0.0
-79005|-22339|0.0
-81650|-16995|0.0
-81677|-14529|0.0
-85599|-182|0.0
-86735|-35694|0.0
-90222|-50306|0.0
-90691|-32636|0.0
-91080|-29322|0.0
-92363|-5291|0.0
-92680|-16236|0.0
-95647|-22702|0.0
-96110|-50539|0.0
-97219|-13827|0.0
-97579|-9511|0.0
-97705|-36226|0.0
-97853|-50356|0.0
-98049|-21901|0.0
-98414|-3806|0.0
-98585|-34138|0.0
-102786|-12076|0.0
-108690|-13780|0.0
-109976|-15141|0.0
-112480|-20996|0.0
-114787|-35525|0.0
-114956|-28726|0.0
-115032|-18077|0.0
-118444|-23106|0.0
-119104|-12976|0.0
-129154|-4625|0.0
-134838|-34205|0.0
-139447|-38940|0.0
-139571|-12885|0.0
-139858|-29986|0.0
-142124|-9117|0.0
-143228|-25558|0.0
-143644|-38611|0.0
-144669|-33098|0.0
-146089|-14477|0.0
-1505|-47958|0.0
-2879|-10242|0.0
-3834|-1472|0.0
-3874|-11192|0.0
-6475|-29784|0.0
-7639|-21927|0.0
-8038|-42314|0.0
-16653|-37128|0.0
-17334|-31885|0.0
-17937|-29026|0.0
-29290|-48225|0.0
-29603|-2486|0.0
-31849|-37897|0.0
-32116|-1527|0.0
-34357|-49602|0.0
-34704|-23814|0.0
-36041|-16507|0.0
-36265|-23983|0.0
-37134|-38643|0.0
-37509|-35653|0.0
-38691|-9930|0.0
-40365|-38574|0.0
-40838|-48943|0.0
-41771|-14414|0.0
-42090|-19500|0.0
-42339|-30618|0.0
-44714|-35984|0.0
-47509|-22240|0.0
-47761|-40237|0.0
-50257|-23954|0.0
-50970|-6760|0.0
-53018|-17317|0.0
-53744|-2540|0.0
-53935|-40558|0.0
-55845|-3905|0.0
-56982|-44247|0.0
-57440|-29736|0.0
-57923|-33170|0.0
-59802|-46094|0.0
-62246|-15489|0.0
-62363|-39743|0.0
-62767|-19336|0.0
-64075|-29090|0.0
-64737|-17100|0.0
-69975|-24726|0.0
-70497|-39351|0.0
-70826|-4693|0.0
-72288|-8778|0.0
-366628|-9035|0.0
-367949|-6857|0.0
-368137|-42742|0.0
-368263|-29148|0.0
-368678|-366|0.0
-372774|-6752|0.0
-374776|-32363|0.0
-376068|-27158|0.0
-376195|-21975|0.0
-377142|-29337|0.0
-378876|-12942|0.0
-379171|-48198|0.0
-379559|-4951|0.0
-380273|-14816|0.0
-382287|-46347|0.0
-382316|-42420|0.0
-383239|-2986|0.0
-383686|-7207|0.0
-384023|-18276|0.0
-387709|-3484|0.0
-388777|-25655|0.0
-391036|-13675|0.0
-393599|-20665|0.0
-397374|-22779|0.0
-401012|-36283|0.0
-402947|-47873|0.0
-406150|-1956|0.0
-408631|-23647|0.0
-409924|-41719|0.0
-412017|-33336|0.0
-413251|-43915|0.0
-416425|-37804|0.0
-416984|-29513|0.0
-417112|-33208|0.0
-417378|-11037|0.0
-418683|-45195|0.0
-419132|-38159|0.0
-419826|-38072|0.0
-420184|-50265|0.0
-422556|-8976|0.0
-422871|-13287|0.0
-423401|-36859|0.0
-425047|-26881|0.0
-427672|-31151|0.0
-428808|-24141|0.0
-147303|-48911|0.0
-149648|-24890|0.0
-149724|-8014|0.0
-150653|-49558|0.0
-151351|-23372|0.0
-153430|-35801|0.0
-154250|-29905|0.0
-155112|-3607|0.0
-158119|-34336|0.0
-158242|-12023|0.0
-160543|-21664|0.0
-161068|-17066|0.0
-163374|-43038|0.0
-164660|-24320|0.0
-175355|-10142|0.0
-177257|-32509|0.0
-177288|-33153|0.0
-179593|-9382|0.0
-180602|-21591|0.0
-182295|-8589|0.0
-183262|-43234|0.0
-185120|-39821|0.0
-188907|-32336|0.0
-189077|-29262|0.0
-189575|-41975|0.0
-190726|-16554|0.0
-191329|-27268|0.0
-192254|-23411|0.0
-193829|-26117|0.0
-194248|-32989|0.0
-196455|-39748|0.0
-196533|-22734|0.0
-198777|-18518|0.0
-200383|-29450|0.0
-204214|-34573|0.0
-205232|-7040|0.0
-205960|-44619|0.0
-206125|-32804|0.0
-206292|-31274|0.0
-208582|-37955|0.0
-209959|-45275|0.0
-210762|-6034|0.0
-210808|-3316|0.0
-211876|-21273|0.0
-214251|-26069|0.0
-214786|-30855|0.0
-215539|-19052|0.0
-215553|-19046|0.0
-219307|-994|0.0
-293972|-3708|0.0
-294872|-35568|0.0
-295009|-40689|0.0
-296558|-28217|0.0
-297306|-39641|0.0
-301739|-43577|0.0
-302368|-32465|0.0
-304086|-19517|0.0
-304801|-35391|0.0
-306827|-9947|0.0
-308731|-5318|0.0
-311088|-48712|0.0
-312527|-14410|0.0
-317879|-23761|0.0
-321653|-49756|0.0
-323600|-44520|0.0
-324300|-38105|0.0
-324564|-2477|0.0
-324973|-41844|0.0
-327140|-16483|0.0
-329347|-15262|0.0
-331170|-21231|0.0
-331604|-37801|0.0
-332161|-9052|0.0
-332762|-47304|0.0
-333584|-14355|0.0
-335576|-12114|0.0
-337173|-13233|0.0
-337329|-3327|0.0
-342221|-21286|0.0
-342760|-20843|0.0
-344204|-32372|0.0
-344810|-45071|0.0
-348692|-46017|0.0
-351627|-26708|0.0
-352360|-23764|0.0
-353758|-49542|0.0
-354563|-40124|0.0
-355064|-31354|0.0
-356911|-17273|0.0
-358379|-35388|0.0
-362109|-37409|0.0
-363181|-30224|0.0
-364601|-18715|0.0
-220997|-6901|0.0
-221244|-40088|0.0
-227170|-33109|0.0
-228434|-16616|0.0
-228638|-38651|0.0
-230864|-5671|0.0
-231971|-40167|0.0
-235001|-44154|0.0
-235078|-2284|0.0
-235395|-19664|0.0
-237371|-49273|0.0
-237672|-26576|0.0
-238198|-15923|0.0
-240156|-23274|0.0
-240211|-25317|0.0
-243030|-19777|0.0
-244029|-2250|0.0
-244214|-44402|0.0
-244237|-46924|0.0
-245626|-31976|0.0
-248539|-34038|0.0
-251730|-1453|0.0
-257114|-14099|0.0
-259430|-5164|0.0
-268117|-47272|0.0
-268493|-36962|0.0
-270243|-44239|0.0
-270653|-26520|0.0
-271686|-2817|0.0
-276937|-32497|0.0
-280403|-47852|0.0
-281745|-4214|0.0
-281990|-3237|0.0
-282556|-41290|0.0
-286368|-10570|0.0
-287595|-1890|0.0
-287681|-23511|0.0
-288807|-15310|0.0
-290823|-11707|0.0
-291664|-30498|0.0
-291939|-13555|0.0
-292249|-37531|0.0
-74179|-31903|0.0
-74361|-46961|0.0
-74377|-15560|0.0
-74973|-2367|0.0
-75316|-33555|0.0
-75550|-6228|0.0
-75570|-18454|0.0
-76319|-12124|0.0
-76756|-20982|0.0
-77141|-23492|0.0
-79580|-31952|0.0
-84594|-6599|0.0
-88259|-31920|0.0
-90815|-5140|0.0
-92172|-41730|0.0
-92227|-46953|0.0
-95297|-17872|0.0
-95481|-11082|0.0
-97976|-31141|0.0
-103552|-518|0.0
-104324|-18291|0.0
-104796|-19512|0.0
-106177|-12548|0.0
-106610|-21602|0.0
-107086|-12678|0.0
-107091|-5068|0.0
-107369|-16666|0.0
-107968|-32772|0.0
-108162|-22565|0.0
-110374|-40641|0.0
-112261|-34531|0.0
-114021|-49797|0.0
-114147|-49369|0.0
-114582|-23065|0.0
-114668|-31376|0.0
-114721|-49718|0.0
-115824|-221|0.0
-117600|-5943|0.0
-118408|-15996|0.0
-121316|-39846|0.0
-121587|-28993|0.0
-122999|-30488|0.0
-123919|-7947|0.0
-125991|-8051|0.0
-126485|-525|0.0
-127251|-40598|0.0
-128105|-34281|0.0
-128812|-13925|0.0
-129092|-506|0.0
-129742|-29061|0.0
-132105|-8384|0.0
-135689|-10512|0.0
-135722|-25321|0.0
-138093|-19908|0.0
-140962|-29669|0.0
-142608|-703|0.0
-144732|-49128|0.0
-145882|-21239|0.0
-1791|-5949|0.0
-2138|-6849|0.0
-7846|-10394|0.0
-9434|-38995|0.0
-13571|-11735|0.0
-13702|-25124|0.0
-15009|-47161|0.0
-16561|-23494|0.0
-17934|-29021|0.0
-23224|-23824|0.0
-23438|-46952|0.0
-24241|-46549|0.0
-26463|-42520|0.0
-30461|-9721|0.0
-31292|-23459|0.0
-31611|-13097|0.0
-32720|-36224|0.0
-33624|-26279|0.0
-35281|-28640|0.0
-36974|-30539|0.0
-41493|-22051|0.0
-41918|-27190|0.0
-44439|-36103|0.0
-46410|-36861|0.0
-48086|-23556|0.0
-48205|-8061|0.0
-48947|-40380|0.0
-49535|-39671|0.0
-56303|-832|0.0
-58673|-38122|0.0
-59069|-26312|0.0
-59576|-29050|0.0
-60879|-13087|0.0
-61240|-22720|0.0
-61316|-49331|0.0
-63114|-40035|0.0
-63213|-37203|0.0
-63457|-50445|0.0
-67124|-20504|0.0
-67300|-3465|0.0
-67404|-21903|0.0
-70835|-44021|0.0
-370537|-2916|0.0
-370702|-43825|0.0
-372373|-27521|0.0
-374104|-43863|0.0
-377050|-38055|0.0
-385919|-15689|0.0
-387159|-28245|0.0
-387427|-48491|0.0
-388384|-22189|0.0
-388991|-11275|0.0
-389974|-48480|0.0
-390516|-7458|0.0
-392739|-38791|0.0
-392778|-4886|0.0
-394040|-12329|0.0
-396940|-31190|0.0
-398163|-16144|0.0
-399122|-12205|0.0
-399309|-363|0.0
-400372|-18916|0.0
-400392|-14764|0.0
-403581|-3836|0.0
-403852|-36855|0.0
-404657|-48934|0.0
-405049|-44612|0.0
-405151|-31945|0.0
-405728|-14782|0.0
-409013|-32378|0.0
-410136|-22024|0.0
-411102|-19325|0.0
-413687|-30630|0.0
-417170|-29166|0.0
-417333|-17270|0.0
-422067|-28451|0.0
-424569|-49802|0.0
-424891|-21727|0.0
-425886|-42845|0.0
-427040|-13066|0.0
-427840|-38165|0.0
-147319|-43541|0.0
-149992|-6408|0.0
-150484|-46569|0.0
-153582|-36783|0.0
-154016|-42877|0.0
-154930|-39065|0.0
-157785|-44461|0.0
-157839|-30935|0.0
-158746|-44517|0.0
-163202|-18878|0.0
-164079|-46614|0.0
-164909|-7104|0.0
-167754|-37660|0.0
-168030|-34188|0.0
-168696|-30429|0.0
-170932|-19456|0.0
-171230|-2995|0.0
-172066|-33948|0.0
-172292|-32309|0.0
-178854|-2478|0.0
-179530|-10006|0.0
-179692|-15999|0.0
-181831|-33496|0.0
-181977|-42165|0.0
-192638|-36745|0.0
-192785|-18646|0.0
-192953|-26626|0.0
-193007|-19328|0.0
-195963|-18704|0.0
-197407|-46262|0.0
-197837|-40448|0.0
-200078|-15516|0.0
-200565|-2777|0.0
-202790|-49030|0.0
-203871|-35829|0.0
-205047|-41154|0.0
-205315|-42286|0.0
-207987|-37934|0.0
-208655|-48083|0.0
-209565|-3330|0.0
-212950|-32476|0.0
-215382|-37008|0.0
-218588|-23638|0.0
-218839|-6697|0.0
-219230|-37045|0.0
-219348|-4152|0.0
-219478|-28575|0.0
-219553|-24111|0.0
-293419|-3121|0.0
-294047|-36545|0.0
-294167|-4533|0.0
-296929|-8395|0.0
-300104|-15849|0.0
-300972|-9363|0.0
-301230|-23172|0.0
-301802|-30656|0.0
-305260|-21848|0.0
-307961|-12759|0.0
-310374|-47422|0.0
-314671|-41405|0.0
-319924|-3613|0.0
-320291|-38479|0.0
-324040|-9215|0.0
-325049|-9628|0.0
-325733|-39817|0.0
-332666|-42954|0.0
-333471|-4403|0.0
-335202|-37125|0.0
-335830|-14328|0.0
-336492|-44755|0.0
-337857|-28653|0.0
-338206|-17615|0.0
-338775|-14989|0.0
-339545|-21710|0.0
-344554|-3244|0.0
-345327|-46300|0.0
-345339|-37667|0.0
-346062|-10017|0.0
-346246|-4308|0.0
-349713|-44076|0.0
-351249|-28719|0.0
-352614|-22404|0.0
-352744|-28230|0.0
-354125|-30713|0.0
-356070|-14825|0.0
-358648|-38539|0.0
-359725|-39399|0.0
-359818|-3214|0.0
-362144|-30162|0.0
-362568|-27906|0.0
-363992|-2658|0.0
-364661|-23187|0.0
-222553|-44645|0.0
-223855|-25389|0.0
-225654|-5357|0.0
-240459|-50558|0.0
-240816|-14733|0.0
-241473|-2772|0.0
-245328|-1721|0.0
-250718|-22503|0.0
-252789|-49213|0.0
-254368|-27772|0.0
-255628|-2645|0.0
-256219|-13766|0.0
-256794|-16748|0.0
-263018|-46448|0.0
-266062|-18366|0.0
-269615|-2287|0.0
-270053|-47554|0.0
-272171|-2774|0.0
-281376|-14233|0.0
-281636|-4094|0.0
-284287|-30137|0.0
-286164|-431|0.0
-287778|-29377|0.0
-288015|-17266|0.0
-289786|-30515|0.0
-290036|-3011|0.0
-290327|-36756|0.0
-291156|-18654|0.0
-291665|-31750|0.0
-292832|-9256|0.0
-73589|-17852|0.0
-76226|-22572|0.0
-76483|-34328|0.0
-79705|-48890|0.0
-81132|-13439|0.0
-83614|-24402|0.0
-83938|-15468|0.0
-84811|-40003|0.0
-85070|-20731|0.0
-89669|-7553|0.0
-91073|-28056|0.0
-92602|-10981|0.0
-94437|-31007|0.0
-95537|-39726|0.0
-95991|-30850|0.0
-98284|-45040|0.0
-99456|-47820|0.0
-99829|-42826|0.0
-102712|-30962|0.0
-103881|-13886|0.0
-108149|-22569|0.0
-114642|-23359|0.0
-116058|-45803|0.0
-116708|-22006|0.0
-117290|-42108|0.0
-120156|-29276|0.0
-121504|-10554|0.0
-121874|-41830|0.0
-123528|-33728|0.0
-124198|-14261|0.0
-124278|-43706|0.0
-124940|-8961|0.0
-125514|-36764|0.0
-125641|-23485|0.0
-127897|-38145|0.0
-127997|-16936|0.0
-128817|-41442|0.0
-129690|-6493|0.0
-133219|-47085|0.0
-133350|-42984|0.0
-135171|-36707|0.0
-135475|-18129|0.0
-136097|-22183|0.0
-136795|-3281|0.0
-137774|-30779|0.0
-139559|-12897|0.0
-140767|-36854|0.0
-141959|-5374|0.0
-142127|-9110|0.0
-142886|-29488|0.0
-1268|-22598|0.0
-4026|-4889|0.0
-6015|-14322|0.0
-7288|-44735|0.0
-8473|-16189|0.0
-9771|-28470|0.0
-12929|-10146|0.0
-13340|-28441|0.0
-13622|-12838|0.0
-13982|-7010|0.0
-14702|-29030|0.0
-16375|-16355|0.0
-17671|-44781|0.0
-19772|-50060|0.0
-21180|-8379|0.0
-25483|-5886|0.0
-27864|-1564|0.0
-29658|-2662|0.0
-31625|-15506|0.0
-31975|-7278|0.0
-33651|-28093|0.0
-38540|-27973|0.0
-38798|-34424|0.0
-38845|-22287|0.0
-39871|-15118|0.0
-42809|-6330|0.0
-43277|-32521|0.0
-45071|-44390|0.0
-45110|-40404|0.0
-45358|-34719|0.0
-46665|-38399|0.0
-53603|-28167|0.0
-54147|-11396|0.0
-62405|-49631|0.0
-64367|-13615|0.0
-64996|-41441|0.0
-69620|-12193|0.0
-72709|-24356|0.0
-367786|-40692|0.0
-367916|-2987|0.0
-368501|-18907|0.0
-369392|-11170|0.0
-370474|-3753|0.0
-371566|-40728|0.0
-371866|-21315|0.0
-374189|-24645|0.0
-375570|-4426|0.0
-375959|-22027|0.0
-375982|-42418|0.0
-376798|-16722|0.0
-377668|-32445|0.0
-378668|-14730|0.0
-382952|-26548|0.0
-383000|-48970|0.0
-383450|-46404|0.0
-388235|-49942|0.0
-391817|-45758|0.0
-392042|-49080|0.0
-393707|-37947|0.0
-396786|-15496|0.0
-398346|-30800|0.0
-398498|-23903|0.0
-405214|-43529|0.0
-408183|-13472|0.0
-409958|-50529|0.0
-411721|-32186|0.0
-412475|-40364|0.0
-416418|-16419|0.0
-418194|-29355|0.0
-418312|-48517|0.0
-418576|-32225|0.0
-424403|-43315|0.0
-425410|-42255|0.0
-426524|-28587|0.0
-428882|-25510|0.0
-146553|-19044|0.0
-155146|-27337|0.0
-162617|-26485|0.0
-172145|-24518|0.0
-173405|-17415|0.0
-174200|-20027|0.0
-174245|-5583|0.0
-176942|-31639|0.0
-178131|-40972|0.0
-182464|-42761|0.0
-182921|-34506|0.0
-184680|-34668|0.0
-184781|-3189|0.0
-185421|-5787|0.0
-185628|-22040|0.0
-189411|-43718|0.0
-192585|-49574|0.0
-194004|-33350|0.0
-194480|-39179|0.0
-194516|-31785|0.0
-196419|-27272|0.0
-201124|-35061|0.0
-202078|-50278|0.0
-203052|-19002|0.0
-207911|-44221|0.0
-209090|-40872|0.0
-211476|-29036|0.0
-212321|-19771|0.0
-212400|-10411|0.0
-214229|-25818|0.0
-215624|-42127|0.0
-216624|-40185|0.0
-216954|-11418|0.0
-217562|-37867|0.0
-219243|-37046|0.0
-294933|-22725|0.0
-294946|-22728|0.0
-295425|-16943|0.0
-298247|-31072|0.0
-302576|-39074|0.0
-303323|-18743|0.0
-303456|-26194|0.0
-303919|-10796|0.0
-304442|-37818|0.0
-309039|-48771|0.0
-309133|-26054|0.0
-310642|-24187|0.0
