PERSON_ID|idB|DISTANCE
-162176|-22443|0.0
-163624|-14364|0.0
-166408|-40211|0.0
-167483|-21066|0.0
-167857|-27165|0.0
-168726|-8811|0.0
-169563|-32730|0.0
-170253|-20868|0.0
-170328|-12368|0.0
-171384|-43549|0.0
-172964|-43986|0.0
-172965|-43987|0.0
-173719|-1256|0.0
-174102|-31810|0.0
-174141|-48074|0.0
-175761|-19979|0.0
-176123|-33549|0.0
-177754|-40094|0.0
-179088|-50240|0.0
-180811|-20698|0.0
-181611|-28115|0.0
-182013|-21992|0.0
-185070|-29749|0.0
-187761|-3405|0.0
-187984|-6601|0.0
-188189|-40027|0.0
-193542|-19131|0.0
-194292|-6627|0.0
-195960|-18706|0.0
-197497|-19994|0.0
-200636|-13834|0.0
-201065|-34837|0.0
-206266|-42176|0.0
-208478|-16913|0.0
-209022|-30906|0.0
-209914|-45325|0.0
-210599|-26862|0.0
-211373|-25948|0.0
-211804|-48694|0.0
-217535|-40202|0.0
-218236|-34375|0.0
-218250|-34374|0.0
-294994|-24322|0.0
-295489|-8888|0.0
-295745|-20336|0.0
-297203|-11897|0.0
-300297|-22426|0.0
-300915|-19261|0.0
-301385|-31014|0.0
-302534|-19445|0.0
-302893|-31735|0.0
-303183|-27868|0.0
-306433|-10682|0.0
-306596|-2767|0.0
-308643|-30893|0.0
-310800|-19641|0.0
-314007|-36188|0.0
-315747|-3153|0.0
-318078|-39840|0.0
-318215|-34237|0.0
-325766|-7954|0.0
-326082|-14142|0.0
-326680|-5641|0.0
-329345|-15265|0.0
-329956|-26739|0.0
-330832|-45118|0.0
-332301|-4635|0.0
-333397|-49935|0.0
-334051|-18943|0.0
-338086|-979|0.0
-338857|-33179|0.0
-339765|-35107|0.0
-341885|-50135|0.0
-342118|-37932|0.0
-346607|-16307|0.0
-346945|-35871|0.0
-349477|-45414|0.0
-349540|-50441|0.0
-350174|-3149|0.0
-351269|-432|0.0
-356442|-1450|0.0
-358904|-46764|0.0
-359027|-1877|0.0
-360215|-10313|0.0
-363817|-18048|0.0
-366233|-42260|0.0
-220407|-16220|0.0
-223110|-12908|0.0
-223585|-188|0.0
-226166|-6805|0.0
-227568|-28224|0.0
-231424|-3173|0.0
-232915|-31767|0.0
-234531|-26339|0.0
-236645|-34460|0.0
-238445|-16863|0.0
-239492|-45900|0.0
-240021|-44678|0.0
-241340|-18657|0.0
-242017|-23010|0.0
-242403|-44210|0.0
-243078|-18211|0.0
-247122|-38380|0.0
-248432|-13319|0.0
-249126|-15334|0.0
-251184|-21408|0.0
-252987|-7863|0.0
-254121|-7259|0.0
-255229|-38506|0.0
-258979|-34926|0.0
-261777|-28156|0.0
-265480|-39750|0.0
-266304|-39620|0.0
-266365|-36196|0.0
-266380|-32564|0.0
-267827|-24202|0.0
-270109|-28357|0.0
-271491|-42184|0.0
-274571|-25743|0.0
-275270|-47861|0.0
-276350|-17952|0.0
-276749|-39185|0.0
-278973|-45270|0.0
-279144|-43296|0.0
-279288|-6294|0.0
-281150|-754|0.0
-285145|-7563|0.0
-288808|-11996|0.0
-290743|-22177|0.0
-292073|-38210|0.0
-292443|-12027|0.0
-292824|-9260|0.0
-73796|-44196|0.0
-74050|-43299|0.0
-74582|-46168|0.0
-74732|-31287|0.0
-74980|-2363|0.0
-77273|-33622|0.0
-79879|-39782|0.0
-80084|-3125|0.0
-82068|-14220|0.0
-82285|-6311|0.0
-82634|-2872|0.0
-85225|-3680|0.0
-87209|-28025|0.0
-91922|-39518|0.0
-92642|-9758|0.0
-93737|-41202|0.0
-95898|-3766|0.0
-97935|-2855|0.0
-99533|-17238|0.0
-101441|-15780|0.0
-101553|-32595|0.0
-102229|-14031|0.0
-102763|-6388|0.0
-104625|-30802|0.0
-105218|-46898|0.0
-105425|-44274|0.0
-108771|-38176|0.0
-111523|-45542|0.0
-114179|-13604|0.0
-116002|-25885|0.0
-118054|-18585|0.0
-119549|-42536|0.0
-119659|-993|0.0
-119884|-34382|0.0
-120336|-46191|0.0
-122542|-10800|0.0
-124743|-6172|0.0
-127683|-36294|0.0
-129252|-34136|0.0
-130415|-27806|0.0
-130814|-39607|0.0
-133399|-7309|0.0
-137574|-39648|0.0
-137901|-19000|0.0
-139976|-9391|0.0
-139985|-9394|0.0
-141011|-40648|0.0
-141492|-49020|0.0
-142556|-50478|0.0
-145021|-27749|0.0
-145957|-11375|0.0
-2398|-24887|0.0
-3343|-24918|0.0
-4533|-17866|0.0
-5580|-44734|0.0
-10753|-13865|0.0
-17707|-10733|0.0
-18496|-1646|0.0
-20415|-37376|0.0
-21697|-15218|0.0
-23414|-8699|0.0
-26437|-26359|0.0
-27429|-35301|0.0
-27779|-22845|0.0
-29274|-47795|0.0
-30080|-11960|0.0
-32805|-15046|0.0
-39008|-31116|0.0
-40050|-21064|0.0
-40148|-31805|0.0
-45922|-30534|0.0
-49439|-25600|0.0
-53891|-42818|0.0
-54334|-46636|0.0
-54419|-35203|0.0
-59777|-27463|0.0
-64733|-17117|0.0
-69319|-50286|0.0
-70710|-27838|0.0
-71090|-50158|0.0
-71209|-3664|0.0
-367277|-11126|0.0
-369467|-18233|0.0
-369661|-40680|0.0
-376598|-34530|0.0
-376992|-9970|0.0
-378914|-19703|0.0
-380998|-41395|0.0
-392484|-36649|0.0
-392957|-2346|0.0
-393029|-31402|0.0
-395474|-1819|0.0
-395769|-43880|0.0
-400327|-34859|0.0
-400752|-46496|0.0
-400768|-49032|0.0
-402081|-12699|0.0
-408098|-1812|0.0
-408881|-38832|0.0
-416133|-31509|0.0
-416440|-32189|0.0
-417260|-40647|0.0
-418203|-29347|0.0
-420905|-5968|0.0
-421407|-13395|0.0
-422696|-28091|0.0
-422768|-49403|0.0
-424237|-49916|0.0
-424618|-43531|0.0
-424962|-50374|0.0
-428146|-40554|0.0
-150389|-39908|0.0
-152032|-1688|0.0
-153610|-25330|0.0
-161200|-21202|0.0
-162355|-21359|0.0
-171637|-29674|0.0
-171890|-45434|0.0
-172804|-22292|0.0
-173001|-33628|0.0
-174845|-33604|0.0
-175164|-6223|0.0
-181361|-3422|0.0
-181608|-28104|0.0
-182231|-37271|0.0
-185011|-30773|0.0
-191062|-44446|0.0
-192524|-42278|0.0
-192542|-21936|0.0
-195418|-12785|0.0
-196364|-46059|0.0
-197826|-47140|0.0
-198951|-8560|0.0
-201323|-25618|0.0
-201819|-9053|0.0
-202748|-49785|0.0
-204922|-38428|0.0
-206915|-18163|0.0
-209052|-2574|0.0
-215211|-8536|0.0
-217361|-13059|0.0
-217713|-24414|0.0
-217926|-10013|0.0
-218160|-36147|0.0
-218370|-10830|0.0
-298210|-7341|0.0
-302465|-49771|0.0
-302882|-31743|0.0
-306640|-26575|0.0
-311278|-12948|0.0
-311523|-41467|0.0
-311676|-17538|0.0
-313663|-43466|0.0
-313731|-11280|0.0
-314732|-38874|0.0
-317859|-44056|0.0
-319410|-20971|0.0
-321522|-38480|0.0
-321621|-45156|0.0
-321744|-32108|0.0
-323563|-37963|0.0
-327035|-3036|0.0
-330047|-34055|0.0
-330995|-26397|0.0
-332280|-2900|0.0
-335908|-36282|0.0
-337598|-44553|0.0
-339773|-35109|0.0
-339935|-2397|0.0
-342024|-44225|0.0
-346812|-8481|0.0
-347002|-2587|0.0
-347127|-43382|0.0
-347551|-6670|0.0
-348011|-13326|0.0
-348502|-29212|0.0
-349991|-1063|0.0
-352021|-40126|0.0
-353830|-4466|0.0
-354162|-23934|0.0
-354673|-10459|0.0
-355373|-45590|0.0
-356081|-29897|0.0
-356279|-39541|0.0
-357501|-21257|0.0
-359460|-25791|0.0
-359967|-15212|0.0
-360296|-2664|0.0
-365318|-681|0.0
-365855|-34840|0.0
-221610|-9736|0.0
-224393|-1117|0.0
-225437|-28678|0.0
-227442|-30614|0.0
-228299|-27243|0.0
-230560|-13426|0.0
-231587|-16777|0.0
-234739|-26081|0.0
-236799|-38836|0.0
-238353|-43620|0.0
-238737|-22713|0.0
-242517|-33148|0.0
-244135|-1906|0.0
-246791|-5747|0.0
-247445|-2612|0.0
-251499|-40498|0.0
-253457|-5511|0.0
-253799|-18270|0.0
-258127|-15301|0.0
-259292|-37483|0.0
-260797|-21321|0.0
-261674|-17383|0.0
-265981|-44392|0.0
-267101|-2713|0.0
-268789|-30207|0.0
-270847|-1267|0.0
-274421|-36167|0.0
-274995|-4506|0.0
-279391|-17358|0.0
-280309|-8270|0.0
-280797|-25931|0.0
-285301|-26465|0.0
-286932|-22850|0.0
-291739|-19161|0.0
-73895|-47269|0.0
-77390|-17848|0.0
-77543|-11670|0.0
-78262|-22674|0.0
-82372|-33652|0.0
-89806|-8040|0.0
-94828|-10528|0.0
-97421|-15415|0.0
-98248|-46706|0.0
-100027|-42661|0.0
-102310|-26400|0.0
-103941|-28908|0.0
-105040|-16916|0.0
-105732|-32703|0.0
-105755|-49445|0.0
-112918|-4739|0.0
-113034|-29951|0.0
-117737|-10542|0.0
-119172|-42665|0.0
-119445|-8521|0.0
-121065|-42109|0.0
-121764|-31351|0.0
-122197|-14152|0.0
-122697|-12763|0.0
-123653|-16049|0.0
-125103|-32632|0.0
-128373|-30145|0.0
-131725|-33373|0.0
-132886|-2240|0.0
-133055|-26286|0.0
-134381|-13021|0.0
-134876|-49865|0.0
-135933|-40753|0.0
-137667|-49267|0.0
-138031|-8809|0.0
-139373|-7070|0.0
-139527|-9139|0.0
-140010|-15729|0.0
-140422|-23297|0.0
-142060|-18331|0.0
-144552|-46932|0.0
-2394|-24884|0.0
-2752|-47380|0.0
-9044|-31852|0.0
-12720|-6623|0.0
-14252|-2002|0.0
-16622|-44766|0.0
-18079|-32309|0.0
-18529|-35373|0.0
-19187|-7430|0.0
-20502|-46581|0.0
-20596|-29750|0.0
-22252|-21108|0.0
-23123|-18955|0.0
-27658|-36434|0.0
-27685|-4905|0.0
-34586|-50225|0.0
-35529|-33721|0.0
-36855|-21894|0.0
-38993|-4042|0.0
-41125|-31732|0.0
-42064|-11461|0.0
-42216|-17508|0.0
-44523|-32702|0.0
-45731|-14705|0.0
-46275|-3146|0.0
-46876|-14439|0.0
-53278|-22844|0.0
-53770|-10342|0.0
-54217|-26217|0.0
-55801|-50294|0.0
-56538|-28995|0.0
-63120|-40039|0.0
-63190|-4744|0.0
-68981|-50207|0.0
-71555|-160|0.0
-73112|-26774|0.0
-367849|-2031|0.0
-369458|-14102|0.0
-371230|-16856|0.0
-372486|-5450|0.0
-372537|-22576|0.0
-373921|-43408|0.0
-374040|-30563|0.0
-375521|-21029|0.0
-382024|-1151|0.0
-382473|-28497|0.0
-383810|-39998|0.0
-384899|-13586|0.0
-387093|-22194|0.0
-387789|-50354|0.0
-388201|-18956|0.0
-388715|-22047|0.0
-390060|-38289|0.0
-391322|-13151|0.0
-391723|-3231|0.0
-396876|-13493|0.0
-397262|-2725|0.0
-402432|-2685|0.0
-405517|-17825|0.0
-406555|-7316|0.0
-407915|-41181|0.0
-410850|-48795|0.0
-414514|-48378|0.0
-414668|-10262|0.0
-415467|-28624|0.0
-417611|-16140|0.0
-419289|-12361|0.0
-419923|-2294|0.0
-423369|-39355|0.0
-424904|-43222|0.0
-425363|-36157|0.0
-425923|-39212|0.0
-426039|-40601|0.0
-428015|-13356|0.0
-428535|-40854|0.0
-149068|-36340|0.0
-149278|-15844|0.0
-151003|-12860|0.0
-151465|-8194|0.0
-153109|-29465|0.0
-153524|-12982|0.0
-155290|-19278|0.0
-158798|-42411|0.0
-158863|-24315|0.0
-160400|-47012|0.0
-160883|-21819|0.0
-162243|-27957|0.0
-163110|-14668|0.0
-163232|-13939|0.0
-163978|-37089|0.0
-164382|-34943|0.0
-167704|-8887|0.0
-167859|-29811|0.0
-168454|-38371|0.0
-170811|-9815|0.0
-171292|-11828|0.0
-172083|-36324|0.0
-172950|-6325|0.0
-174214|-22887|0.0
-175986|-32504|0.0
-176669|-37654|0.0
-176781|-36061|0.0
-179281|-42926|0.0
-182912|-50542|0.0
-183021|-44535|0.0
-184466|-13335|0.0
-184818|-36071|0.0
-185403|-5782|0.0
-185662|-42407|0.0
-186120|-31426|0.0
-187519|-37903|0.0
-188803|-44939|0.0
-189215|-606|0.0
-190028|-38536|0.0
-190046|-38558|0.0
-190119|-10716|0.0
-190214|-31010|0.0
-191597|-19604|0.0
-192837|-43326|0.0
-193604|-48549|0.0
-194093|-27414|0.0
-196640|-37461|0.0
-199695|-34079|0.0
-199728|-41231|0.0
-201068|-34851|0.0
-201183|-26133|0.0
-202983|-15891|0.0
-205890|-34109|0.0
-214132|-25594|0.0
-215823|-45990|0.0
-216585|-7625|0.0
-218059|-32467|0.0
-218498|-15272|0.0
-219203|-34653|0.0
-293341|-42889|0.0
-295326|-47607|0.0
-296757|-47063|0.0
-301751|-50272|0.0
-303894|-22699|0.0
-305193|-33565|0.0
-310814|-12641|0.0
-313913|-3649|0.0
-314382|-4274|0.0
-316312|-30913|0.0
-317233|-44542|0.0
-317919|-47119|0.0
-320140|-28288|0.0
-325232|-22140|0.0
-327584|-39584|0.0
-327765|-30363|0.0
-329359|-18030|0.0
-330769|-8304|0.0
-330894|-10329|0.0
-331920|-13923|0.0
-332393|-46189|0.0
-333720|-42695|0.0
-335727|-43183|0.0
-335804|-42799|0.0
-338833|-16911|0.0
-339447|-42019|0.0
-340708|-13368|0.0
-344618|-49026|0.0
-345075|-22762|0.0
-349395|-39997|0.0
-349762|-47185|0.0
-351129|-35706|0.0
-351661|-46353|0.0
-354223|-39057|0.0
-354677|-10467|0.0
-355949|-11704|0.0
-357744|-7707|0.0
-358237|-37237|0.0
-358954|-1523|0.0
-360330|-27796|0.0
-362432|-17584|0.0
-364354|-25342|0.0
-364562|-17315|0.0
-366197|-24491|0.0
-223134|-911|0.0
-223489|-17552|0.0
-225068|-36550|0.0
-227472|-27949|0.0
-227628|-34129|0.0
-228956|-26810|0.0
-230236|-50382|0.0
-230308|-12875|0.0
-230627|-30170|0.0
-232156|-44173|0.0
-232175|-39929|0.0
-233802|-11578|0.0
-233835|-1248|0.0
-234366|-40750|0.0
-237079|-13771|0.0
-237832|-16347|0.0
-238983|-16679|0.0
-240184|-26680|0.0
-241136|-8544|0.0
-244324|-35577|0.0
-244415|-34269|0.0
-247130|-38397|0.0
-250016|-4150|0.0
-250373|-32607|0.0
-255815|-34494|0.0
-256576|-5874|0.0
-259068|-47764|0.0
-259434|-4427|0.0
-259468|-1676|0.0
-260131|-8190|0.0
-262786|-6146|0.0
-265741|-672|0.0
-266582|-6139|0.0
-267425|-47089|0.0
-269932|-39190|0.0
-270069|-32237|0.0
-270221|-45911|0.0
-271249|-42613|0.0
-271600|-47014|0.0
-271624|-21419|0.0
-272509|-43763|0.0
-274097|-28825|0.0
-275613|-12229|0.0
-277295|-25208|0.0
-277987|-15743|0.0
-278296|-8923|0.0
-279203|-8650|0.0
-280804|-25932|0.0
-281093|-22472|0.0
-281099|-22495|0.0
-284415|-26997|0.0
-284960|-20967|0.0
-286813|-36216|0.0
-290553|-18735|0.0
-291579|-38044|0.0
-293098|-37211|0.0
-73515|-32777|0.0
-74434|-21072|0.0
-74463|-10357|0.0
-74692|-32411|0.0
-74848|-42513|0.0
-78236|-19807|0.0
-79128|-37172|0.0
-80410|-10623|0.0
-80833|-41554|0.0
-82864|-8920|0.0
-84874|-17152|0.0
-84992|-14888|0.0
-86280|-21994|0.0
-86616|-16072|0.0
-87459|-14624|0.0
-90629|-22964|0.0
-93699|-12393|0.0
-97639|-39576|0.0
-103963|-24868|0.0
-104304|-16850|0.0
-108973|-41437|0.0
-112174|-48663|0.0
-112993|-40782|0.0
-114479|-25592|0.0
-119553|-42541|0.0
-121056|-27478|0.0
-121278|-22971|0.0
-121574|-35324|0.0
-124311|-36641|0.0
-127054|-47357|0.0
-127488|-37899|0.0
-127807|-19548|0.0
-129503|-27049|0.0
-131067|-38195|0.0
-131240|-32678|0.0
-134232|-5004|0.0
-136325|-42281|0.0
-136868|-23541|0.0
-139450|-14974|0.0
-141196|-27716|0.0
-142568|-40571|0.0
-143740|-12519|0.0
-336|-11329|0.0
-2499|-27644|0.0
-2581|-8983|0.0
-5801|-15145|0.0
-7495|-12890|0.0
-8120|-30541|0.0
-9123|-48342|0.0
-10046|-41408|0.0
-14609|-37437|0.0
-15778|-8206|0.0
-17392|-35357|0.0
-17857|-45247|0.0
-18709|-12636|0.0
-18898|-18911|0.0
-19358|-47162|0.0
-20260|-7173|0.0
-21846|-49679|0.0
-24407|-28694|0.0
-26063|-6967|0.0
-28382|-16459|0.0
-29093|-1104|0.0
-29594|-2480|0.0
-32217|-7728|0.0
-33811|-48056|0.0
-34213|-9186|0.0
-40651|-23102|0.0
-47909|-4724|0.0
-49462|-17072|0.0
-50377|-35298|0.0
-50464|-6413|0.0
-50556|-14745|0.0
-52472|-3060|0.0
-52504|-1981|0.0
-56867|-27128|0.0
-59130|-18326|0.0
-59393|-44041|0.0
-60344|-36537|0.0
-62682|-5228|0.0
-65216|-12783|0.0
-65500|-41570|0.0
-66399|-35093|0.0
-66652|-33360|0.0
-71397|-49430|0.0
-367961|-5017|0.0
-371851|-18482|0.0
-371972|-35636|0.0
-373211|-14990|0.0
-375087|-496|0.0
-375110|-23088|0.0
-382088|-3975|0.0
-383961|-35836|0.0
-384705|-14244|0.0
-385524|-26536|0.0
-387400|-26502|0.0
-388671|-43730|0.0
-389794|-17797|0.0
-391386|-24403|0.0
-392588|-7217|0.0
-393902|-45694|0.0
-396423|-24270|0.0
-402564|-30306|0.0
-403041|-17828|0.0
-409353|-18797|0.0
-409870|-4266|0.0
-411306|-37855|0.0
-412596|-13629|0.0
-413373|-46030|0.0
-414127|-33461|0.0
-415691|-41004|0.0
-415759|-19583|0.0
-415989|-4503|0.0
-416168|-43946|0.0
-416646|-23140|0.0
-418046|-5850|0.0
-419592|-14684|0.0
-422275|-12256|0.0
-422445|-50182|0.0
-425049|-26879|0.0
-428572|-49506|0.0
-148070|-26016|0.0
-148138|-2253|0.0
-154919|-40186|0.0
-157195|-20806|0.0
-157377|-38046|0.0
-157516|-26228|0.0
-161233|-10380|0.0
-165271|-7221|0.0
-165449|-36571|0.0
-166038|-18177|0.0
-166642|-32597|0.0
-167209|-47418|0.0
-167244|-20431|0.0
-169038|-30205|0.0
-173774|-12742|0.0
-178224|-48119|0.0
-178802|-26637|0.0
-179597|-9374|0.0
-183195|-13303|0.0
-183913|-10347|0.0
-184146|-16366|0.0
-187078|-35052|0.0
-187278|-10614|0.0
-191021|-45399|0.0
-191585|-19623|0.0
-195557|-7725|0.0
-196610|-8301|0.0
-197383|-37571|0.0
-198269|-43842|0.0
-198638|-45250|0.0
-199208|-21857|0.0
-199560|-22663|0.0
-201448|-10966|0.0
-203161|-4414|0.0
-203257|-17026|0.0
-204336|-46037|0.0
-204474|-23668|0.0
-205143|-9405|0.0
-205619|-24632|0.0
-206507|-488|0.0
-207013|-2481|0.0
-207130|-25539|0.0
-207426|-4015|0.0
-208147|-44123|0.0
-210518|-25892|0.0
-214330|-48656|0.0
-214593|-21031|0.0
-215290|-28880|0.0
-297200|-11901|0.0
-297304|-39633|0.0
-298610|-41115|0.0
-298721|-13904|0.0
-299193|-24016|0.0
-304673|-38577|0.0
-310791|-15425|0.0
-312756|-33785|0.0
-313155|-18481|0.0
-315369|-16973|0.0
-316185|-31255|0.0
-316769|-47980|0.0
-317830|-49738|0.0
-323475|-30718|0.0
-325089|-48737|0.0
-326010|-11215|0.0
-326110|-41518|0.0
-326393|-16094|0.0
-327421|-23698|0.0
-328500|-14375|0.0
-329155|-322|0.0
-329389|-10181|0.0
-329512|-38689|0.0
-330117|-14522|0.0
-330645|-16636|0.0
-331908|-22342|0.0
-334826|-20762|0.0
-337536|-29395|0.0
-338209|-17629|0.0
-339521|-43184|0.0
-341969|-4168|0.0
-347360|-45929|0.0
-347945|-24289|0.0
-348194|-22178|0.0
-348533|-7851|0.0
-351619|-26707|0.0
-353309|-50450|0.0
-353722|-7272|0.0
-355646|-18738|0.0
-355830|-13762|0.0
-359174|-36558|0.0
-362249|-25572|0.0
-363234|-45695|0.0
-363702|-12219|0.0
-366181|-39640|0.0
-219965|-46192|0.0
-220288|-41968|0.0
-220820|-40465|0.0
-221132|-2633|0.0
-222033|-10206|0.0
-225495|-41187|0.0
-225497|-11115|0.0
-228386|-46486|0.0
-229187|-39465|0.0
-230160|-11214|0.0
-230222|-39303|0.0
-231270|-19557|0.0
-238149|-6326|0.0
-239596|-28824|0.0
-244562|-8360|0.0
-244982|-23371|0.0
-246144|-19730|0.0
-246629|-13996|0.0
-248856|-49725|0.0
-249395|-22626|0.0
-249983|-103|0.0
-250034|-7388|0.0
-251417|-24532|0.0
-252502|-18264|0.0
-256235|-13769|0.0
-257096|-38061|0.0
-260446|-18036|0.0
-260614|-41019|0.0
-265930|-3132|0.0
-268172|-43864|0.0
-270798|-21851|0.0
-273179|-5094|0.0
-275847|-37170|0.0
-280386|-47851|0.0
-280781|-48696|0.0
-282990|-9882|0.0
-285290|-43684|0.0
-287280|-49202|0.0
-288328|-33711|0.0
-74805|-21955|0.0
-74908|-50334|0.0
-77334|-32781|0.0
-77457|-40585|0.0
-78313|-16783|0.0
